Airline,FlightNumber,LocalDepartureDate,AircraftType,DepartureAirport,SegmentArrivalAirport,CenterOfGravityCabin,PassengerCount
KL,605,7/3/2024,781,AMS,SFO,CABIN0B,30
KL,605,17-3-2024,781,AMS,SFO,CABIN0B,48
KL,879,2/2/2024,781,AMS,BLR,CABIN0A,30
KL,601,17-1-2024,781,AMS,LAX,CABIN0E,70
KL,601,23-1-2024,781,AMS,LAX,CABIN0C,64
KL,601,16-2-2024,781,AMS,LAX,CABIN0A,43
KL,601,2/3/2024,781,AMS,LAX,CABIN0C,69
KL,601,3/3/2024,781,AMS,LAX,CABIN0D,81
KL,601,10/3/2024,781,AMS,LAX,CABIN0A,44
KL,605,16-2-2024,781,AMS,SFO,CABIN0B,40
KL,871,22-2-2024,781,AMS,DEL,CABIN0A,42
KL,601,26-2-2024,781,AMS,LAX,CABIN0A,44
KL,601,26-3-2024,781,AMS,LAX,CABIN0A,42
KL,601,27-3-2024,781,AMS,LAX,CABIN0C,64
KL,601,1/4/2024,781,AMS,LAX,CABIN0C,66
KL,605,26-1-2024,781,AMS,SFO,CABIN0E,69
KL,605,24-2-2024,781,AMS,SFO,CABIN0D,76
KL,871,22-2-2024,781,AMS,DEL,CABIN0C,61
KL,601,10/1/2024,781,AMS,LAX,CABIN0E,74
KL,601,26-1-2024,781,AMS,LAX,CABIN0B,44
KL,601,11/3/2024,781,AMS,LAX,CABIN0C,54
KL,601,26-3-2024,781,AMS,LAX,CABIN0C,67
KL,605,5/1/2024,781,AMS,SFO,CABIN0C,66
KL,605,25-1-2024,781,AMS,SFO,CABIN0C,32
KL,879,19-1-2024,781,AMS,BLR,CABIN0D,78
KL,601,15-1-2024,781,AMS,LAX,CABIN0B,48
KL,605,29-2-2024,781,AMS,SFO,CABIN0C,25
KL,605,19-3-2024,781,AMS,SFO,CABIN0E,75
KL,605,26-3-2024,781,AMS,SFO,CABIN0D,80
KL,601,14-2-2024,781,AMS,LAX,CABIN0D,81
KL,605,22-2-2024,781,AMS,SFO,CABIN0D,60
KL,601,4/2/2024,781,AMS,LAX,CABIN0A,43
KL,605,23-3-2024,781,AMS,SFO,CABIN0E,75
KL,879,10/1/2024,781,AMS,BLR,CABIN0A,43
KL,601,11/1/2024,781,AMS,LAX,CABIN0E,73
KL,601,13-1-2024,781,AMS,LAX,CABIN0C,64
KL,601,30-1-2024,781,AMS,LAX,CABIN0C,25
KL,605,17-3-2024,781,AMS,SFO,CABIN0E,75
KL,601,5/1/2024,781,AMS,LAX,CABIN0C,63
KL,601,1/2/2024,781,AMS,LAX,CABIN0C,62
KL,605,4/2/2024,781,AMS,SFO,CABIN0A,45
KL,605,23-2-2024,781,AMS,SFO,CABIN0D,60
KL,605,25-2-2024,781,AMS,SFO,CABIN0D,81
KL,871,7/1/2024,781,AMS,DEL,CABIN0E,75
KL,871,31-3-2024,781,AMS,DEL,CABIN0E,73
KL,871,31-3-2024,781,AMS,DEL,CABIN0A,35
KL,601,9/1/2024,781,AMS,LAX,CABIN0A,43
KL,601,24-2-2024,781,AMS,LAX,CABIN0B,48
KL,601,5/3/2024,781,AMS,LAX,CABIN0A,43
KL,605,7/1/2024,781,AMS,SFO,CABIN0E,75
KL,661,13-2-2024,781,AMS,IAH,CABIN0C,13
KL,601,10/1/2024,781,AMS,LAX,CABIN0D,78
KL,601,28-1-2024,781,AMS,LAX,CABIN0C,53
KL,601,29-2-2024,781,AMS,LAX,CABIN0C,61
KL,601,8/3/2024,781,AMS,LAX,CABIN0B,42
KL,601,31-3-2024,781,AMS,LAX,CABIN0A,44
KL,605,12/1/2024,781,AMS,SFO,CABIN0C,68
KL,605,3/2/2024,781,AMS,SFO,CABIN0C,56
KL,605,27-2-2024,781,AMS,SFO,CABIN0E,40
KL,605,10/3/2024,781,AMS,SFO,CABIN0A,43
KL,871,21-1-2024,781,AMS,DEL,CABIN0E,72
KL,601,2/2/2024,781,AMS,LAX,JUMPSEAT,1
KL,601,18-3-2024,781,AMS,LAX,CABIN0B,47
KL,871,17-3-2024,781,AMS,DEL,CABIN0C,63
KL,601,26-1-2024,781,AMS,LAX,CABIN0D,65
KL,601,10/2/2024,781,AMS,LAX,CABIN0A,44
KL,601,3/3/2024,781,AMS,LAX,CABIN0E,72
KL,601,8/3/2024,781,AMS,LAX,CABIN0A,44
KL,605,11/2/2024,781,AMS,SFO,CABIN0E,73
KL,605,13-2-2024,781,AMS,SFO,CABIN0A,45
KL,605,21-3-2024,781,AMS,SFO,CABIN0A,44
KL,605,24-3-2024,781,AMS,SFO,CABIN0B,48
KL,871,7/3/2024,781,AMS,DEL,CABIN0B,39
KL,879,19-1-2024,781,AMS,BLR,CABIN0E,72
KL,601,11/2/2024,781,AMS,LAX,CABIN0C,54
KL,601,17-2-2024,781,AMS,LAX,CABIN0A,45
KL,601,30-3-2024,781,AMS,LAX,CABIN0B,39
KL,605,23-2-2024,781,AMS,SFO,CABIN0C,29
KL,605,9/3/2024,781,AMS,SFO,CABIN0D,75
KL,605,22-3-2024,781,AMS,SFO,CABIN0B,46
KL,605,23-3-2024,781,AMS,SFO,CABIN0B,46
KL,601,8/1/2024,781,AMS,LAX,CABIN0A,45
KL,605,6/1/2024,781,AMS,SFO,CABIN0E,73
KL,605,16-1-2024,781,AMS,SFO,CABIN0A,35
KL,661,1/1/2024,781,AMS,IAH,CABIN0C,46
KL,871,18-1-2024,781,AMS,DEL,CABIN0D,64
KL,879,10/1/2024,781,AMS,BLR,CABIN0E,63
KL,879,17-1-2024,781,AMS,BLR,CABIN0D,73
KL,601,22-1-2024,781,AMS,LAX,CABIN0A,44
KL,601,7/2/2024,781,AMS,LAX,CABIN0D,80
KL,601,12/2/2024,781,AMS,LAX,CABIN0B,37
KL,601,17-3-2024,781,AMS,LAX,CABIN0D,81
KL,601,17-3-2024,781,AMS,LAX,CABIN0A,45
KL,601,25-3-2024,781,AMS,LAX,CABIN0E,73
KL,605,6/1/2024,781,AMS,SFO,CABIN0C,68
KL,605,23-3-2024,781,AMS,SFO,CABIN0A,44
KL,871,7/1/2024,781,AMS,DEL,CABIN0B,47
KL,879,2/2/2024,781,AMS,BLR,CABIN0C,69
KL,601,14-1-2024,781,AMS,LAX,CABIN0E,71
KL,601,17-2-2024,781,AMS,LAX,CABIN0D,80
KL,605,4/2/2024,781,AMS,SFO,CABIN0E,59
KL,605,9/2/2024,781,AMS,SFO,CABIN0C,52
KL,605,12/3/2024,781,AMS,SFO,CABIN0B,44
KL,661,12/3/2024,781,AMS,IAH,CABIN0A,37
KL,871,15-2-2024,781,AMS,DEL,CABIN0A,44
KL,601,31-1-2024,781,AMS,LAX,CABIN0A,41
KL,601,21-2-2024,781,AMS,LAX,CABIN0B,40
KL,601,3/3/2024,781,AMS,LAX,CABIN0C,59
KL,601,21-3-2024,781,AMS,LAX,CABIN0C,59
KL,601,1/4/2024,781,AMS,LAX,CABIN0E,74
KL,605,21-3-2024,781,AMS,SFO,CABIN0B,40
KL,601,21-2-2024,781,AMS,LAX,CABIN0D,63
KL,601,24-2-2024,781,AMS,LAX,CABIN0E,75
KL,601,24-3-2024,781,AMS,LAX,CABIN0A,45
KL,605,12/1/2024,781,AMS,SFO,CABIN0B,44
KL,605,8/3/2024,781,AMS,SFO,CABIN0B,39
KL,601,12/1/2024,781,AMS,LAX,CABIN0E,50
KL,601,19-3-2024,781,AMS,LAX,CABIN0B,44
KL,601,29-3-2024,781,AMS,LAX,CABIN0D,75
KL,605,21-3-2024,781,AMS,SFO,CABIN0D,78
KL,605,1/4/2024,781,AMS,SFO,CABIN0B,41
KL,871,11/1/2024,781,AMS,DEL,CABIN0B,48
KL,871,22-2-2024,781,AMS,DEL,CABIN0E,72
KL,601,16-3-2024,781,AMS,LAX,CABIN0C,59
KL,601,7/2/2024,781,AMS,LAX,CABIN0C,53
KL,601,9/3/2024,781,AMS,LAX,CABIN0D,81
KL,605,9/2/2024,781,AMS,SFO,CABIN0D,76
KL,605,15-2-2024,781,AMS,SFO,CABIN0B,38
KL,871,10/3/2024,781,AMS,DEL,CABIN0C,56
KL,601,27-1-2024,781,AMS,LAX,CABIN0E,75
KL,601,7/3/2024,781,AMS,LAX,CABIN0B,47
KL,605,13-1-2024,781,AMS,SFO,CABIN0A,44
KL,605,22-3-2024,781,AMS,SFO,JUMPSEAT,1
KL,605,30-3-2024,781,AMS,SFO,CABIN0B,43
KL,661,10/2/2024,781,AMS,IAH,CABIN0A,43
KL,871,1/1/2024,781,AMS,DEL,CABIN0C,69
KL,601,24-1-2024,781,AMS,LAX,CABIN0D,64
KL,601,12/2/2024,781,AMS,LAX,CABIN0E,70
KL,601,19-2-2024,781,AMS,LAX,CABIN0D,80
KL,601,20-2-2024,781,AMS,LAX,CABIN0E,73
KL,601,6/3/2024,781,AMS,LAX,CABIN0B,38
KL,601,9/3/2024,781,AMS,LAX,CABIN0B,48
KL,601,20-3-2024,781,AMS,LAX,CABIN0D,80
KL,605,13-1-2024,781,AMS,SFO,CABIN0C,62
KL,605,23-2-2024,781,AMS,SFO,CABIN0A,42
KL,605,14-3-2024,781,AMS,SFO,CABIN0A,45
KL,871,4/1/2024,781,AMS,DEL,CABIN0D,80
KL,871,18-2-2024,781,AMS,DEL,CABIN0C,69
KL,601,2/1/2024,781,AMS,LAX,CABIN0C,65
KL,605,20-1-2024,781,AMS,SFO,CABIN0D,81
KL,605,18-2-2024,781,AMS,SFO,CABIN0E,62
KL,605,29-3-2024,781,AMS,SFO,CABIN0A,43
KL,871,11/1/2024,781,AMS,DEL,JUMPSEAT,1
KL,871,11/2/2024,781,AMS,DEL,CABIN0E,74
KL,871,14-3-2024,781,AMS,DEL,CABIN0B,31
KL,601,23-1-2024,781,AMS,LAX,CABIN0A,45
KL,601,18-2-2024,781,AMS,LAX,CABIN0D,81
KL,601,2/3/2024,781,AMS,LAX,CABIN0E,74
KL,601,19-3-2024,781,AMS,LAX,CABIN0A,44
KL,605,26-1-2024,781,AMS,SFO,CABIN0A,41
KL,605,10/2/2024,781,AMS,SFO,CABIN0A,45
KL,871,4/2/2024,781,AMS,DEL,CABIN0A,45
KL,601,15-1-2024,781,AMS,LAX,CABIN0E,75
KL,601,17-1-2024,781,AMS,LAX,CABIN0D,75
KL,601,20-1-2024,781,AMS,LAX,CABIN0A,43
KL,601,25-1-2024,781,AMS,LAX,CABIN0B,46
KL,601,26-3-2024,781,AMS,LAX,CABIN0E,72
KL,605,4/1/2024,781,AMS,SFO,CABIN0C,69
KL,605,25-1-2024,781,AMS,SFO,CABIN0D,66
KL,605,16-2-2024,781,AMS,SFO,CABIN0D,78
KL,605,27-2-2024,781,AMS,SFO,CABIN0C,34
KL,605,2/3/2024,781,AMS,SFO,CABIN0D,65
KL,601,20-1-2024,781,AMS,LAX,CABIN0B,46
KL,601,26-1-2024,781,AMS,LAX,CABIN0E,65
KL,601,21-3-2024,781,AMS,LAX,CABIN0B,43
KL,601,27-3-2024,781,AMS,LAX,CABIN0D,80
KL,601,1/4/2024,781,AMS,LAX,CABIN0D,75
KL,605,5/1/2024,781,AMS,SFO,CABIN0D,78
KL,601,23-3-2024,781,AMS,LAX,CABIN0D,81
KL,605,15-2-2024,781,AMS,SFO,CABIN0E,53
KL,661,25-2-2024,781,AMS,IAH,CABIN0C,45
KL,871,28-1-2024,781,AMS,DEL,CABIN0C,68
KL,871,10/3/2024,781,AMS,DEL,CABIN0D,80
KL,601,27-1-2024,781,AMS,LAX,CABIN0D,81
KL,601,27-2-2024,781,AMS,LAX,CABIN0B,45
KL,601,20-3-2024,781,AMS,LAX,CABIN0B,42
KL,605,30-1-2024,781,AMS,SFO,CABIN0D,54
KL,661,10/2/2024,781,AMS,IAH,CABIN0D,61
KL,871,18-1-2024,781,AMS,DEL,CABIN0A,41
KL,879,17-1-2024,781,AMS,BLR,CABIN0A,38
KL,601,24-1-2024,781,AMS,LAX,CABIN0B,40
KL,601,14-2-2024,781,AMS,LAX,CABIN0B,27
KL,601,1/3/2024,781,AMS,LAX,CABIN0B,45
KL,601,25-3-2024,781,AMS,LAX,CABIN0C,60
KL,605,14-1-2024,781,AMS,SFO,CABIN0B,47
KL,603,1/4/2024,781,AMS,LAX,CABIN0C,65
KL,605,17-2-2024,781,AMS,SFO,CABIN0B,44
KL,605,31-3-2024,781,AMS,SFO,CABIN0E,74
KL,871,25-1-2024,781,AMS,DEL,CABIN0B,44
KL,871,8/2/2024,781,AMS,DEL,CABIN0E,73
KL,871,29-2-2024,781,AMS,DEL,CABIN0C,42
KL,601,19-3-2024,781,AMS,LAX,CABIN0C,64
KL,871,11/1/2024,781,AMS,DEL,CABIN0C,69
KL,871,25-2-2024,781,AMS,DEL,CABIN0B,46
KL,601,1/1/2024,781,AMS,LAX,CABIN0E,66
KL,605,4/1/2024,781,AMS,SFO,CABIN0A,45
KL,605,7/1/2024,781,AMS,SFO,CABIN0B,48
KL,661,8/2/2024,781,AMS,IAH,CABIN0E,12
KL,601,16-2-2024,781,AMS,LAX,CABIN0E,74
KL,601,3/3/2024,781,AMS,LAX,CABIN0B,46
KL,601,10/3/2024,781,AMS,LAX,CABIN0E,72
KL,605,26-1-2024,781,AMS,SFO,CABIN0C,46
KL,605,21-3-2024,781,AMS,SFO,CABIN0C,53
KL,871,14-1-2024,781,AMS,DEL,CABIN0E,56
KL,871,14-3-2024,781,AMS,DEL,CABIN0D,72
KL,601,31-1-2024,781,AMS,LAX,CABIN0D,73
KL,601,5/2/2024,781,AMS,LAX,CABIN0A,45
KL,605,23-1-2024,781,AMS,SFO,CABIN0B,40
KL,605,16-2-2024,781,AMS,SFO,CABIN0A,33
KL,879,19-1-2024,781,AMS,BLR,CABIN0A,32
KL,601,27-1-2024,781,AMS,LAX,CABIN0A,45
KL,601,7/2/2024,781,AMS,LAX,CABIN0E,71
KL,601,25-2-2024,781,AMS,LAX,CABIN0B,47
KL,601,1/3/2024,781,AMS,LAX,CABIN0C,61
KL,605,30-1-2024,781,AMS,SFO,CABIN0E,42
KL,605,9/2/2024,781,AMS,SFO,CABIN0A,44
KL,601,3/1/2024,781,AMS,LAX,CABIN0D,77
KL,601,21-1-2024,781,AMS,LAX,CABIN0B,47
KL,601,30-1-2024,781,AMS,LAX,CABIN0D,57
KL,601,17-2-2024,781,AMS,LAX,CABIN0B,48
KL,601,14-3-2024,781,AMS,LAX,CABIN0A,44
KL,601,22-3-2024,781,AMS,LAX,JUMPSEAT,2
KL,605,25-2-2024,781,AMS,SFO,CABIN0C,69
KL,605,15-3-2024,781,AMS,SFO,CABIN0C,60
KL,605,22-3-2024,781,AMS,SFO,CABIN0E,73
KL,605,23-3-2024,781,AMS,SFO,CABIN0C,64
KL,605,30-3-2024,781,AMS,SFO,CABIN0E,75
KL,661,1/1/2024,781,AMS,IAH,CABIN0B,28
KL,871,1/1/2024,781,AMS,DEL,CABIN0D,80
KL,871,1/1/2024,781,AMS,DEL,CABIN0E,75
KL,871,29-2-2024,781,AMS,DEL,CABIN0D,74
KL,601,20-2-2024,781,AMS,LAX,CABIN0C,63
KL,601,22-2-2024,781,AMS,LAX,CABIN0D,74
KL,605,11/1/2024,781,AMS,SFO,CABIN0A,45
KL,605,9/3/2024,781,AMS,SFO,CABIN0B,43
KL,871,28-1-2024,781,AMS,DEL,CABIN0B,44
KL,601,3/1/2024,781,AMS,LAX,CABIN0B,47
KL,601,21-1-2024,781,AMS,LAX,CABIN0D,81
KL,601,4/3/2024,781,AMS,LAX,CABIN0C,60
KL,601,30-3-2024,781,AMS,LAX,CABIN0E,75
KL,605,21-1-2024,781,AMS,SFO,CABIN0B,47
KL,605,14-3-2024,781,AMS,SFO,CABIN0C,53
KL,661,1/1/2024,781,AMS,IAH,CABIN0D,77
KL,661,10/2/2024,781,AMS,IAH,CABIN0C,24
KL,871,18-2-2024,781,AMS,DEL,CABIN0E,75
KL,601,12/1/2024,781,AMS,LAX,CABIN0D,66
KL,601,23-1-2024,781,AMS,LAX,CABIN0D,77
KL,601,25-1-2024,781,AMS,LAX,CABIN0C,62
KL,601,29-2-2024,781,AMS,LAX,CABIN0E,67
KL,601,18-3-2024,781,AMS,LAX,CABIN0C,69
KL,605,26-3-2024,781,AMS,SFO,CABIN0C,63
KL,601,18-1-2024,781,AMS,LAX,CABIN0E,75
KL,601,29-3-2024,781,AMS,LAX,CABIN0A,44
KL,605,4/1/2024,781,AMS,SFO,CABIN0E,75
KL,605,27-2-2024,781,AMS,SFO,CABIN0D,57
KL,605,3/3/2024,781,AMS,SFO,CABIN0E,72
KL,871,11/2/2024,781,AMS,DEL,CABIN0D,80
KL,601,5/2/2024,781,AMS,LAX,CABIN0C,65
KL,605,24-3-2024,781,AMS,SFO,CABIN0A,45
KL,601,7/1/2024,781,AMS,LAX,CABIN0E,74
KL,601,9/1/2024,781,AMS,LAX,CABIN0D,80
KL,601,15-2-2024,781,AMS,LAX,CABIN0A,43
KL,601,18-2-2024,781,AMS,LAX,CABIN0C,65
KL,605,5/1/2024,781,AMS,SFO,CABIN0A,45
KL,605,25-1-2024,781,AMS,SFO,CABIN0A,44
KL,871,4/2/2024,781,AMS,DEL,CABIN0B,43
KL,871,11/2/2024,781,AMS,DEL,CABIN0B,38
KL,871,22-2-2024,781,AMS,DEL,CABIN0D,78
KL,871,14-3-2024,781,AMS,DEL,CABIN0C,51
KL,879,7/2/2024,781,AMS,BLR,CABIN0A,40
KL,601,6/2/2024,781,AMS,LAX,CABIN0E,35
KL,601,22-2-2024,781,AMS,LAX,CABIN0B,34
KL,601,28-3-2024,781,AMS,LAX,CABIN0A,41
KL,605,27-1-2024,781,AMS,SFO,CABIN0E,71
KL,605,20-2-2024,781,AMS,SFO,CABIN0E,69
KL,605,22-2-2024,781,AMS,SFO,CABIN0C,30
KL,605,30-3-2024,781,AMS,SFO,CABIN0D,81
KL,661,25-2-2024,781,AMS,IAH,CABIN0E,53
KL,871,3/3/2024,781,AMS,DEL,CABIN0C,69
KL,871,10/3/2024,781,AMS,DEL,CABIN0A,45
KL,871,21-3-2024,781,AMS,DEL,CABIN0C,66
KL,879,10/1/2024,781,AMS,BLR,CABIN0D,68
KL,601,3/1/2024,781,AMS,LAX,CABIN0A,45
KL,601,11/1/2024,781,AMS,LAX,CABIN0C,63
KL,601,13-1-2024,781,AMS,LAX,CABIN0D,80
KL,601,16-1-2024,781,AMS,LAX,CABIN0E,64
KL,601,19-2-2024,781,AMS,LAX,CABIN0C,64
KL,601,17-3-2024,781,AMS,LAX,JUMPSEAT,1
KL,605,17-2-2024,781,AMS,SFO,CABIN0D,68
KL,605,25-2-2024,781,AMS,SFO,CABIN0B,47
KL,871,1/1/2024,781,AMS,DEL,CABIN0A,45
KL,871,4/1/2024,781,AMS,DEL,CABIN0C,63
KL,879,2/2/2024,781,AMS,BLR,CABIN0B,40
KL,601,9/3/2024,781,AMS,LAX,JUMPSEAT,1
KL,605,16-1-2024,781,AMS,SFO,CABIN0B,40
KL,605,7/3/2024,781,AMS,SFO,CABIN0A,44
KL,661,1/1/2024,781,AMS,IAH,CABIN0A,43
KL,871,18-1-2024,781,AMS,DEL,CABIN0C,50
KL,879,17-1-2024,781,AMS,BLR,CABIN0C,62
KL,871,7/1/2024,781,AMS,DEL,CABIN0A,45
KL,871,25-1-2024,781,AMS,DEL,CABIN0C,66
KL,601,11/3/2024,781,AMS,LAX,CABIN0E,54
KL,601,18-3-2024,781,AMS,LAX,CABIN0A,44
KL,605,20-1-2024,781,AMS,SFO,CABIN0B,46
KL,605,28-1-2024,781,AMS,SFO,CABIN0C,64
KL,605,29-3-2024,781,AMS,SFO,CABIN0E,71
KL,601,19-2-2024,781,AMS,LAX,CABIN0A,45
KL,601,4/3/2024,781,AMS,LAX,CABIN0D,81
KL,601,17-3-2024,781,AMS,LAX,CABIN0E,73
KL,605,6/1/2024,781,AMS,SFO,CABIN0B,48
KL,605,14-1-2024,781,AMS,SFO,CABIN0D,80
KL,871,18-2-2024,781,AMS,DEL,CABIN0A,45
KL,601,8/1/2024,781,AMS,LAX,CABIN0E,75
KL,601,30-1-2024,781,AMS,LAX,CABIN0A,41
KL,601,17-2-2024,781,AMS,LAX,CABIN0C,68
KL,601,7/3/2024,781,AMS,LAX,CABIN0E,64
KL,601,9/3/2024,781,AMS,LAX,CABIN0E,75
KL,601,12/3/2024,781,AMS,LAX,CABIN0E,59
KL,871,4/1/2024,781,AMS,DEL,CABIN0B,31
KL,871,25-1-2024,781,AMS,DEL,CABIN0D,77
KL,601,14-3-2024,781,AMS,LAX,CABIN0D,75
KL,601,23-3-2024,781,AMS,LAX,CABIN0B,47
KL,605,4/2/2024,781,AMS,SFO,CABIN0B,45
KL,605,1/3/2024,781,AMS,SFO,CABIN0E,44
KL,871,25-1-2024,781,AMS,DEL,CABIN0A,45
KL,871,29-2-2024,781,AMS,DEL,CABIN0A,41
KL,871,24-3-2024,781,AMS,DEL,CABIN0B,41
KL,601,5/1/2024,781,AMS,LAX,CABIN0B,46
KL,601,25-2-2024,781,AMS,LAX,CABIN0C,63
KL,605,21-1-2024,781,AMS,SFO,CABIN0C,64
KL,605,20-2-2024,781,AMS,SFO,CABIN0D,72
KL,605,1/3/2024,781,AMS,SFO,CABIN0D,64
KL,661,10/2/2024,781,AMS,IAH,CABIN0B,33
KL,871,15-2-2024,781,AMS,DEL,CABIN0D,79
KL,871,15-2-2024,781,AMS,DEL,CABIN0E,70
KL,871,21-3-2024,781,AMS,DEL,CABIN0A,43
KL,601,16-3-2024,781,AMS,LAX,CABIN0E,72
KL,601,19-3-2024,781,AMS,LAX,CABIN0D,78
KL,605,26-1-2024,781,AMS,SFO,CABIN0B,39
KL,605,28-1-2024,781,AMS,SFO,CABIN0E,75
KL,601,2/1/2024,781,AMS,LAX,CABIN0B,48
KL,601,2/2/2024,781,AMS,LAX,CABIN0E,75
KL,605,10/2/2024,781,AMS,SFO,CABIN0D,80
KL,661,8/2/2024,781,AMS,IAH,CABIN0A,30
KL,871,21-1-2024,781,AMS,DEL,CABIN0C,60
KL,871,4/2/2024,781,AMS,DEL,CABIN0D,77
KL,605,24-2-2024,781,AMS,SFO,CABIN0E,74
KL,605,2/3/2024,781,AMS,SFO,CABIN0A,45
KL,661,13-2-2024,781,AMS,IAH,CABIN0B,22
KL,871,11/2/2024,781,AMS,DEL,CABIN0A,44
KL,601,10/1/2024,781,AMS,LAX,CABIN0B,44
KL,601,5/2/2024,781,AMS,LAX,CABIN0E,74
KL,601,15-2-2024,781,AMS,LAX,CABIN0E,67
KL,605,2/3/2024,781,AMS,SFO,CABIN0E,46
KL,871,14-1-2024,781,AMS,DEL,CABIN0D,68
KL,879,7/2/2024,781,AMS,BLR,CABIN0E,75
KL,601,3/1/2024,781,AMS,LAX,CABIN0C,63
KL,601,24-1-2024,781,AMS,LAX,CABIN0C,47
KL,601,14-2-2024,781,AMS,LAX,CABIN0C,59
KL,601,14-3-2024,781,AMS,LAX,CABIN0B,42
KL,601,20-3-2024,781,AMS,LAX,CABIN0C,64
KL,605,14-1-2024,781,AMS,SFO,CABIN0C,61
KL,605,7/3/2024,781,AMS,SFO,CABIN0E,16
KL,871,3/3/2024,781,AMS,DEL,CABIN0E,75
KL,879,10/1/2024,781,AMS,BLR,CABIN0C,46
KL,601,27-2-2024,781,AMS,LAX,CABIN0C,50
KL,601,25-3-2024,781,AMS,LAX,CABIN0B,43
KL,871,18-1-2024,781,AMS,DEL,CABIN0E,62
KL,871,24-3-2024,781,AMS,DEL,CABIN0A,38
KL,879,17-1-2024,781,AMS,BLR,CABIN0E,72
KL,601,5/1/2024,781,AMS,LAX,CABIN0A,45
KL,601,4/2/2024,781,AMS,LAX,CABIN0D,81
KL,601,27-2-2024,781,AMS,LAX,CABIN0A,43
KL,601,28-3-2024,781,AMS,LAX,CABIN0E,68
KL,605,17-2-2024,781,AMS,SFO,CABIN0A,44
KL,605,23-2-2024,781,AMS,SFO,CABIN0B,31
KL,605,14-3-2024,781,AMS,SFO,CABIN0B,40
KL,601,19-1-2024,781,AMS,LAX,CABIN0E,75
KL,601,22-2-2024,781,AMS,LAX,CABIN0A,44
KL,603,1/4/2024,781,AMS,LAX,CABIN0B,39
KL,605,4/2/2024,781,AMS,SFO,CABIN0C,52
KL,605,9/3/2024,781,AMS,SFO,CABIN0A,44
KL,871,29-2-2024,781,AMS,DEL,CABIN0B,38
KL,871,21-3-2024,781,AMS,DEL,CABIN0E,73
KL,879,2/2/2024,781,AMS,BLR,CABIN0D,80
KL,601,12/1/2024,781,AMS,LAX,CABIN0A,45
KL,601,2/2/2024,781,AMS,LAX,CABIN0B,48
KL,605,8/3/2024,781,AMS,SFO,CABIN0E,33
KL,605,1/4/2024,781,AMS,SFO,CABIN0C,64
KL,871,11/1/2024,781,AMS,DEL,CABIN0D,81
KL,601,9/1/2024,781,AMS,LAX,CABIN0B,48
KL,601,28-1-2024,781,AMS,LAX,CABIN0E,67
KL,601,16-3-2024,781,AMS,LAX,CABIN0D,76
KL,601,29-3-2024,781,AMS,LAX,CABIN0E,72
KL,605,29-2-2024,781,AMS,SFO,CABIN0D,63
KL,871,11/1/2024,781,AMS,DEL,CABIN0A,45
KL,871,22-2-2024,781,AMS,DEL,CABIN0B,39
KL,871,17-3-2024,781,AMS,DEL,CABIN0E,73
KL,601,20-1-2024,781,AMS,LAX,CABIN0E,75
KL,601,20-1-2024,781,AMS,LAX,CABIN0C,67
KL,601,10/2/2024,781,AMS,LAX,CABIN0E,75
KL,605,20-1-2024,781,AMS,SFO,CABIN0A,45
KL,605,10/3/2024,781,AMS,SFO,CABIN0E,75
KL,601,31-1-2024,781,AMS,LAX,CABIN0C,57
KL,601,26-2-2024,781,AMS,LAX,CABIN0E,71
KL,601,24-3-2024,781,AMS,LAX,CABIN0E,75
KL,605,27-2-2024,781,AMS,SFO,CABIN0A,45
KL,661,8/2/2024,781,AMS,IAH,CABIN0D,54
KL,601,18-1-2024,781,AMS,LAX,CABIN0D,81
KL,601,5/2/2024,781,AMS,LAX,CABIN0D,80
KL,601,29-2-2024,781,AMS,LAX,CABIN0A,45
KL,601,8/3/2024,781,AMS,LAX,CABIN0C,50
KL,605,4/1/2024,781,AMS,SFO,CABIN0D,81
KL,605,13-2-2024,781,AMS,SFO,CABIN0E,25
KL,605,3/3/2024,781,AMS,SFO,CABIN0D,79
KL,605,26-3-2024,781,AMS,SFO,CABIN0B,45
KL,601,7/1/2024,781,AMS,LAX,CABIN0A,41
KL,601,18-2-2024,781,AMS,LAX,CABIN0B,43
KL,601,18-3-2024,781,AMS,LAX,CABIN0D,81
KL,605,28-1-2024,781,AMS,SFO,CABIN0B,48
KL,605,29-2-2024,781,AMS,SFO,CABIN0B,31
KL,601,8/1/2024,781,AMS,LAX,CABIN0C,69
KL,601,22-1-2024,781,AMS,LAX,CABIN0E,36
KL,601,22-3-2024,781,AMS,LAX,CABIN0D,81
KL,601,25-3-2024,781,AMS,LAX,CABIN0A,45
KL,605,11/1/2024,781,AMS,SFO,CABIN0E,73
KL,605,16-1-2024,781,AMS,SFO,CABIN0C,44
KL,605,17-2-2024,781,AMS,SFO,CABIN0E,68
KL,605,9/3/2024,781,AMS,SFO,CABIN0C,52
KL,871,21-3-2024,781,AMS,DEL,CABIN0D,81
KL,871,31-3-2024,781,AMS,DEL,CABIN0B,32
KL,879,17-1-2024,781,AMS,BLR,CABIN0B,42
KL,601,11/1/2024,781,AMS,LAX,CABIN0B,45
KL,601,13-1-2024,781,AMS,LAX,CABIN0E,73
KL,601,11/2/2024,781,AMS,LAX,CABIN0D,80
KL,601,11/2/2024,781,AMS,LAX,CABIN0A,45
KL,601,7/3/2024,781,AMS,LAX,CABIN0C,55
KL,601,17-3-2024,781,AMS,LAX,CABIN0C,68
KL,601,22-3-2024,781,AMS,LAX,CABIN0E,72
